epoch,accuracy,loss,val_accuracy,val_loss
0,0.8956006765365601,0.5016214847564697,0.9620245695114136,0.08913620561361313
1,0.9747450351715088,0.1496879905462265,0.9802485108375549,0.061616942286491394
2,0.9816077351570129,0.11455150693655014,0.9824084639549255,0.054609522223472595
3,0.9833580851554871,0.10617236793041229,0.9765446186065674,0.06754910945892334
4,0.9851863980293274,0.09132388979196548,0.9852828979492188,0.04870392009615898
5,0.9862930774688721,0.08868695050477982,0.9869500398635864,0.045401956886053085
6,0.9870434999465942,0.0847368985414505,0.9892331957817078,0.036473505198955536
7,0.9879931211471558,0.07760058343410492,0.9871060848236084,0.044893112033605576
8,0.9870537519454956,0.08152259886264801,0.985463559627533,0.0472305528819561
9,0.9879140257835388,0.07451970130205154,0.9867858290672302,0.04233372211456299
10,0.9891089797019958,0.0682147666811943,0.987697422504425,0.04128799960017204
11,0.9893317818641663,0.0682588592171669,0.9889539480209351,0.03517419844865799
12,0.9894611239433289,0.06617248058319092,0.9884858131408691,0.03704429045319557
13,0.9890494346618652,0.06779913604259491,0.9899394512176514,0.0340292826294899
14,0.9898142218589783,0.06523944437503815,0.9903501272201538,0.03258446231484413
15,0.9896931052207947,0.06559958308935165,0.9902926087379456,0.03146074339747429
16,0.9903151988983154,0.06087886169552803,0.989569902420044,0.03479737043380737
17,0.9902485013008118,0.059108149260282516,0.9872457385063171,0.040569934993982315
18,0.989384114742279,0.0645521953701973,0.9912124276161194,0.029162369668483734
19,0.9900667667388916,0.05927281081676483,0.9901612401008606,0.03281186521053314
20,0.9909045100212097,0.056106436997652054,0.9896438121795654,0.03349381312727928
21,0.9904312491416931,0.058294910937547684,0.987993061542511,0.03832162916660309
22,0.989189088344574,0.06457067281007767,0.9899641275405884,0.0326545313000679
23,0.9895268082618713,0.06294809281826019,0.9888143539428711,0.03629540279507637
24,0.9897598624229431,0.06136416643857956,0.9895370602607727,0.03414125367999077
25,0.989884078502655,0.06024244800209999,0.9889539480209351,0.03516918793320656
26,0.9910594820976257,0.05637340247631073,0.9902515411376953,0.033382877707481384
27,0.9912319779396057,0.053266070783138275,0.9887322187423706,0.03576292097568512
28,0.991117000579834,0.05401673540472984,0.9911467432975769,0.02830290049314499
29,0.9908007979393005,0.05358671024441719,0.9917462468147278,0.027092531323432922
30,0.9912011623382568,0.05263445898890495,0.9905636310577393,0.030724046751856804
31,0.9913038015365601,0.05045931041240692,0.9914259910583496,0.027736078947782516
32,0.9919834136962891,0.046734753996133804,0.9907525181770325,0.030277851969003677
33,0.9918786883354187,0.04867502301931381,0.990670382976532,0.030269447714090347
34,0.9919916391372681,0.048331521451473236,0.9921733140945435,0.026819169521331787
35,0.9920778870582581,0.04646178334951401,0.9920172691345215,0.026273315772414207
36,0.9917216300964355,0.04915550723671913,0.9882312417030334,0.03365626931190491
37,0.9912412166595459,0.05091903358697891,0.9899969696998596,0.03107283264398575
38,0.9916641712188721,0.05033186450600624,0.990358293056488,0.0319732129573822
39,0.9918540716171265,0.04793523997068405,0.9911960363388062,0.029752900823950768
40,0.9923786520957947,0.04594171792268753,0.9923458099365234,0.02629731595516205
41,0.9920285940170288,0.04579045623540878,0.9906129240989685,0.03159113600850105
42,0.9919608235359192,0.04628601670265198,0.9894959926605225,0.03421700373291969
43,0.9920686483383179,0.04425693675875664,0.991943359375,0.02575736679136753
44,0.9922400712966919,0.0455416776239872,0.9883708357810974,0.03568008914589882
45,0.9923704266548157,0.04333497956395149,0.9910892248153687,0.028081003576517105
46,0.9929309487342834,0.04025694727897644,0.9909989237785339,0.029442165046930313
47,0.9921466708183289,0.04397057741880417,0.9883790612220764,0.035541847348213196
48,0.9919587969779968,0.04510084539651871,0.9915820360183716,0.028909960761666298
