epoch,accuracy,loss,val_accuracy,val_loss
49,0.9917052388191223,0.04682900756597519,0.9909578561782837,0.029864516109228134
50,0.9923437237739563,0.04401407018303871,0.9916066527366638,0.02712811902165413
51,0.9913992881774902,0.04864979907870293,0.9907607436180115,0.02967839315533638
52,0.9919998645782471,0.04546324536204338,0.9902926087379456,0.03167690336704254
53,0.992483377456665,0.04355016350746155,0.990391194820404,0.030730202794075012
54,0.9927235841751099,0.0420551672577858,0.9917298555374146,0.02630612999200821
55,0.9927811026573181,0.040157441049814224,0.991943359375,0.02613382786512375
56,0.9925777912139893,0.04086967557668686,0.9902515411376953,0.029711730778217316
57,0.9922102689743042,0.04124720022082329,0.9905554056167603,0.030460163950920105
58,0.992279052734375,0.04437825456261635,0.9916148781776428,0.027603812515735626
59,0.9924967288970947,0.041210804134607315,0.988009512424469,0.036229684948921204
60,0.9925223588943481,0.0410144217312336,0.9914506077766418,0.028179138898849487
61,0.9925028681755066,0.0407455675303936,0.9918694496154785,0.026616567745804787
62,0.9930726289749146,0.039049290120601654,0.9896109700202942,0.03330205753445625
63,0.9929832816123962,0.038212861865758896,0.990366518497467,0.030125996097922325
64,0.9928611516952515,0.03879089653491974,0.9912617206573486,0.029652899131178856
65,0.992857038974762,0.03949817642569542,0.9852664470672607,0.043087538331747055
66,0.9925223588943481,0.040849409997463226,0.9921815395355225,0.02527812123298645
67,0.9927738904953003,0.04028118774294853,0.9917709231376648,0.026846542954444885
68,0.9931044578552246,0.03752695769071579,0.9884611964225769,0.03358950838446617
69,0.9931188225746155,0.0368160605430603,0.9870404005050659,0.038596395403146744
70,0.9934093356132507,0.03531144559383392,0.9911960363388062,0.027852211147546768
71,0.9930028319358826,0.03759223222732544,0.9925675392150879,0.024521348997950554
72,0.9932060837745667,0.037456613034009933,0.9914095401763916,0.02842536009848118
73,0.9927112460136414,0.039506036788225174,0.9903090596199036,0.03069532848894596
74,0.9928293228149414,0.038047656416893005,0.989422082901001,0.03189330920577049
75,0.9913890361785889,0.0454510934650898,0.9883544445037842,0.031104013323783875
76,0.9912062883377075,0.047832608222961426,0.9912863373756409,0.027508419007062912
77,0.9926435351371765,0.040855687111616135,0.993347704410553,0.02198364958167076
78,0.9921887516975403,0.040904585272073746,0.9920090436935425,0.024967623874545097
79,0.9931865930557251,0.03652319684624672,0.9924607872962952,0.025322793051600456
80,0.9931054711341858,0.038929395377635956,0.9899148344993591,0.030385207384824753
81,0.9936926960945129,0.03461502864956856,0.9909742474555969,0.029554566368460655
82,0.9938045740127563,0.033023953437805176,0.9928631782531738,0.023570304736495018
83,0.993412435054779,0.03524048626422882,0.9931670427322388,0.021797508001327515
84,0.9936177134513855,0.03429252654314041,0.9919926524162292,0.025835132226347923
85,0.9932584166526794,0.035554300993680954,0.9925264716148376,0.024421535432338715
