../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M1000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M1500GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M2000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M2500GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M3000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M3500GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M4000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M4500GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M20000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M30000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M40000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M50000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M60000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M70000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M80000GeV_e3_SR-2x0_area,../rpf2x0_Binningv6_Inputv14_SR_Blind_centralMC/Signal_M90000GeV_e3_SR-2x0_area
1000,1500,2000,2500,3000,3500,4000,4500,20000,30000,40000,50000,60000,70000,80000,90000
5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9
0.5091594554189806, 0.2991775341774287, 0.20381373174711045, 0.15091261890234126, 0.1178875856557609, 0.09559128864316367, 0.07967387401076241, 0.06782449977940445, 0.008673805708691399, 0.004944812860611518, 0.0033177117234798534, 0.002434142205934202, 0.0018898420543387237, 0.001525704920527301, 0.0012674695990054921, 0.001076203776238902
1.176534578507588, 0.7041138991097423, 0.4840931173050249, 0.3604208777409759, 0.2825823736984014, 0.2297380292441413, 0.19185967044630317, 0.16357538347314104, 0.02111812146050272, 0.012050182001484777, 0.008088751066688537, 0.005936195771924843, 0.004609644232486203, 0.003721939633325972, 0.0030922812626713123, 0.0026258452524553755
2.281034247474757, 1.396055397773232, 0.9706327823626436, 0.7275381552744961, 0.5729773155826859, 0.4673213533386702, 0.3912093354557375, 0.3341600404500796, 0.04364358061985521, 0.024931323162993627, 0.0167446667022047, 0.012292755453418082, 0.009547853820947859, 0.007710405109881937, 0.00640676802696186, 0.005440886821576725
3.9031243340215322, 2.4529315265375633, 1.728179401941978, 1.3056906727177404, 1.0337663564878505, 0.8463378460373628, 0.7105092294682915, 0.6082379935251345, 0.08053454391041895, 0.04606618712182147, 0.03096000352605743, 0.022737686222591823, 0.017665169550398586, 0.014268272799034927, 0.011857546210920653, 0.010071019666357548
6.075260309689081, 3.9364948819647343, 2.8161058257555145, 2.14724686090127, 1.710481656530767, 1.4064871045425944, 1.1846326303121784, 1.0167015650994207, 0.13676004256408464, 0.07834709159232765, 0.05269548515732791, 0.038718431118073694, 0.030089987683102438, 0.024309185198089566, 0.020205282304823383, 0.017163222791083527
8.771038024267257, 5.883518492580549, 4.282496998414561, 3.2994569895762247, 2.6465931362085913, 2.1870226290697956, 1.8488972818314922, 1.5913878178561187, 0.21792804240953748, 0.12506299820914502, 0.08418900900912409, 0.06189069523641122, 0.04811494939173166, 0.038880860115657674, 0.03232294793936991, 0.02746044381944127
11.9027761071483, 8.299373136686496, 6.159006802123229, 4.8006424057157195, 3.8806658328757817, 3.2245855129587966, 2.7373767442731007, 2.363734677675107, 0.3302337417442689, 0.18987933786367925, 0.12794536053029373, 0.09411236120683902, 0.0731929835796844, 0.05916234217484518, 0.04919381643854939, 0.041800083667503034
15.327721801105431, 11.154628241402825, 8.456890871120015, 6.6768795142389985, 5.4437293165905585, 4.551122507377823, 3.8812352315424765, 3.3634307503506053, 0.48040234228989304, 0.2768154989501455, 0.18672469044900153, 0.13743665685402331, 0.10693285645257443, 0.08646090835829244, 0.07190920534790701, 0.06111228788235179
